Unique Name,MergeType,Service / Program,Provider,Locations Link,loc-rids,Provider Name,Provider id,Parent Org,Parent Org Name,Parent Org id,Print Provider,OLD - Service Type,OLD - Condensed Type (MAP),Status,OLD - Tags,OLD - Quick Filter,Details,Service Times,Online Only Check,Appt Only Check,Eligibility,Lang Support,Languages,OLD - Service Cost,Cost Type,Set Cost,Sliding Scale - Low,Sliding Scale - High,Max Income Eligibility,Cost Details,Service Area,OLD - Attachments,Display Website,Website (Service),Website (Provider),Apply Online Link,Schedule Appt Link,URL-Phone,Display Phone,Phone (Service),Phone (Provider),Display Appt Only Phone,Appt Only Phone,Display Email,Email (Service),Email (Provider),Appt Only Email,Email (Web Form),Address: Line 1,Address: Line 2,Address: City,Address: State,Address: Zipcode,Address: Latitude,Address: Longitude,Display Address,Display URL-Address,Service URL-Address,Provider URL-Address,Address: Combo,Address: MAP,Address: Combo (Provider),Address: MAP (Provider),Print Contact Info,Print Lang Info,Same as Provider,Update Check (Disp),Update Check,Next Update Date,Last Updated,Last Updated By,Date Added,Created By,Short Details,AutoUpdateFIll,id,id-text,TrueCheckbox,Location ids,loc-ids-text,Multi-Loc Check,Service Type-NEW,Quick Filter-NEW,Service Type id,Service Groups,Service Group Types,Service Group ids,Tags-NEW,Tag Groups,Tag ids,Documents,Docx ids,Notes & Alerts,N&A ids,Form Submissions,Favorites Link,Favorites user ids,Events Link,Event ids,Contacts Link,Contact ids,Record_ID,Softr_Item_Page,Provider Locations,Pathways Link
The City Gate Food Bank - The City Gate - 178,OLD,The City Gate Food Bank,The City Gate_68,"""170 S Madison St, Spokane, WA 99201""",rec9L3e4PMN31i1nw,The City Gate,68,,,,The City Gate,Food Distribution Center,Food Distribution Center,Active,"Anyone,Free,Food,Groceries",Food,"The City Gate food bank is one of Spokane's Second Harvest food distribution providers. We are able to serve our clients who live in the 99201 (south of the river), 99204 and parts of 99224 every 30 days with 35lbs of food for single dwellers. The food bank is a client choice food bank which allows clients to 'shop' for items they want/need rather than receiving a box of miscellaneous items.",Call during standard business hours.,,,"Must provide proof of residency within these zipcodes: 99201, 99204, 99224.",,,,,,,,,,"99201, 99204, 99224",,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org,,,tel://5094559670,(509) 455-9670,(509) 455-9670,(509) 455-9670,,,thecitygate@qwestoffice.net,,thecitygate@qwestoffice.net,,,170 S Madison St,,Spokane,WA,99201,,,"170 S Madison St, Spokane, WA 99201",https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,"170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","(509) 455-9670 | thecitygate@qwestoffice.net | 170 S Madison St, Spokane, WA 99201",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The City Gate food bank is one of S...,,178,178,Yes,95,95,Single,Food Distribution Center,Food,4,Anyone In Need,General,1,"Food,Free","Basic Needs, Financial","11, 72",,,,,,,,,,,,recD0BNHw3AoLCDsc,https://resourcecenter.softr.app/service-details?recordId=recD0BNHw3AoLCDsc,"""170 S Madison St, Spokane, WA 99201""",
The Kitchen - The City Gate - 179,OLD,The Kitchen,The City Gate_68,"""170 S Madison St, Spokane, WA 99201""",rec9L3e4PMN31i1nw,The City Gate,68,,,,The City Gate,Free Meals,Food Distribution Center,Active,"Anyone,Free,Food",Food,"We receive food donations from several local grocery stores such as Albertsons, Costco, Walmart, Yokes and Rosauers as well as Union Gospel Mission and various churches and individuals. The kitchen always serves pastries and coffee. Breakfast (8 am) and lunch (11:30) are provided Tue-Fri. We have an amazing cook and one staff member who oversee the kitchen and several regular volunteers who help keep our kitchen running. We thank God for providing them as they are such a blessing!","Tuesdays / Wednesdays / Thurdays / Fridays, 8 AM & 11:30 AM",,,Call for information.,,,,,,,,,,,,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org/services/,https://www.thecitygatespokane.org,,,tel://5094559670,(509) 455-9670,(509) 455-9670,(509) 455-9670,,,thecitygate@qwestoffice.net,,thecitygate@qwestoffice.net,,,170 S Madison St,,Spokane,WA,99201,,,"170 S Madison St, Spokane, WA 99201",https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/170%20S%20Madison%20St%2C%20Spokane%2C%20WA%2099201,"170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","170 S Madison St, Spokane, WA 99201","(509) 455-9670 | thecitygate@qwestoffice.net | 170 S Madison St, Spokane, WA 99201",No listed language support,1,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,We receive food donations from seve...,,179,179,Yes,95,95,Single,Free Meals,Food,6,,,,"Meals,Free","Basic Needs, Financial","12, 72",,,,,,,,,,,,recf4pZH5xNwJiAvm,https://resourcecenter.softr.app/service-details?recordId=recf4pZH5xNwJiAvm,"""170 S Madison St, Spokane, WA 99201""",
Shelter Me Spokane - The City of Spokane - 180,OLD,Shelter Me Spokane,The City of Spokane_69,"""808 W Spokane Falls Blvd, Spokane, WA 99201""",recwSfkHMrlH1Ghop,The City of Spokane,69,,,,The City of Spokane,Resource Finder,Other,Active,Resource Finding Tool,,Website that shows all available shelters in Spokane,Website application tool.,,,"If you or someone you know is a victim of domestic violence and need help, please contact the YWCA 24-Hour Helpline at 509.326.2255 or text 509.220.3725.",,,,,,,,,,,,https://sheltermespokane.org/,https://sheltermespokane.org/,https://my.spokanecity.org/,,,tel://5097552489,(509) 755-2489,,(509) 755-2489,,,,,,,,,,,,,,,"808 W Spokane Falls Blvd, Spokane, WA 99201",https://www.google.com/maps/search/808%20W%20Spokane%20Falls%20Blvd%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/808%20W%20Spokane%20Falls%20Blvd%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/808%20W%20Spokane%20Falls%20Blvd%2C%20Spokane%2C%20WA%2099201,,"808 W Spokane Falls Blvd, Spokane, WA 99201","808 W Spokane Falls Blvd, Spokane, WA 99201","808 W Spokane Falls Blvd, Spokane, WA 99201","(509) 755-2489 | 808 W Spokane Falls Blvd, Spokane, WA 99201",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,4/25/2024,Gerrit Van Zwol,Website that shows all available sh...,,180,180,Yes,96,96,Single,Resource Finder,,42,Anyone In Need,General,1,Shelter,Housing,39,,,,,,,,,,,,recuW5WYvpdWNEQTI,https://resourcecenter.softr.app/service-details?recordId=recuW5WYvpdWNEQTI,"""808 W Spokane Falls Blvd, Spokane, WA 99201""",
Free Community Drop-In Legal Clinics - The Sandy Williams Justice Center - 181,OLD,Free Community Drop-In Legal Clinics,The Sandy Williams Justice Center_70,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Sandy Williams Justice Center,70,,,,The Sandy Williams Justice Center,Legal Assistance,Legal Assistance,Active,,,"1st, 3rd, and 4th Thursdays in October. First Come, First Served. Please pre-register by emailing us at: selfhelplegal@carlmaxeycenter.org. Doors open at 4:45 for Thursday clinics, last check in at 6:00 p.m.

We do not provide specific legal advice about your legal matter, but can help with general legal advice and information.  Our attorneys are volunteers and are available during our clinic times. We do not represent people in court.

PLEASE preview information about your case type at WashingtonLawHelp.org prior to attending a Clinic.

Free 30-minute consultation with an attorney or legal professional to ask questions.","1st, 3rd, & 4th Thursdays in October. 4:45 PM - 6 PM",,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,,tel://5093853107,(509) 385-3107,+15093853107,(509) 385-3107,,,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 385-3107 | selfhelplegal@carlmaxeycenter.org | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,88 Days since last Update,Up to Date,5/5/2025 7:40pm,2/4/2025 11:40am,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,"1st, 3rd, and 4th Thursdays in Octo...",,181,181,Yes,93,93,Single,Legal Assistance,Financial,28,,,,Legal,Legal,61,,,,,,,,,,,,recQtkUqlijCf3Nxl,https://resourcecenter.softr.app/service-details?recordId=recQtkUqlijCf3Nxl,"""3114 E 5th Ave, Spokane, WA 99202""",
Legal Self-Help Center - The Sandy Williams Justice Center - 182,OLD,Legal Self-Help Center,The Sandy Williams Justice Center_70,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Sandy Williams Justice Center,70,,,,The Sandy Williams Justice Center,Legal Assistance,Legal Assistance,Active,,,Self-help center for legal matters.,Call for an appointment,,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,,tel://5093853107,(509) 385-3107,+15093853107,(509) 385-3107,,,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 385-3107 | selfhelplegal@carlmaxeycenter.org | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,88 Days since last Update,Up to Date,5/5/2025 7:39pm,2/4/2025 11:39am,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,Self-help center for legal matters....,,182,182,Yes,93,93,Single,Legal Assistance,Financial,28,,,,Legal,Legal,61,,,,,,,,,,,,recD0xOXR3gZuYpmp,https://resourcecenter.softr.app/service-details?recordId=recD0xOXR3gZuYpmp,"""3114 E 5th Ave, Spokane, WA 99202""",
Racial Justice Legal Clinics - The Sandy Williams Justice Center - 183,OLD,Racial Justice Legal Clinics,The Sandy Williams Justice Center_70,"""3114 E 5th Ave, Spokane, WA 99202""",recBFRljL3GB5YRiw,The Sandy Williams Justice Center,70,,,,The Sandy Williams Justice Center,Legal Assistance,Legal Assistance,Active,,,"2nd Wednesday of each month for Black, Indigenous, People of Color. Civil Rights and Discrimination in Housing, Employment, Services, governmental agencies, court services, law enforcement, language access. Civil Law including Family Law, Domestic Violence, Consumer, Credit, Evictions, Post Conviction Relief and all other areas excluding criminal law.

If you are not sure if you have a legal matter and want to ask an attorney what options you may have and if your issue is a legal matter, please contact us at selfhelplegal@carlmaxeycenter.org","2nd Wednesday of the month, 10 AM - 2 PM",,,NONE,,,,,,,,,,,,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,https://www.carlmaxeycenter.org/sandy-williams-spokane-free-legal-clinic,,,tel://5093853107,(509) 385-3107,+15093853107,(509) 385-3107,,,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,selfhelplegal@carlmaxeycenter.org,,,3114 E 5th Ave,,Spokane,WA,99202,,,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,"3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","3114 E 5th Ave, Spokane, WA 99202","(509) 385-3107 | selfhelplegal@carlmaxeycenter.org | 3114 E 5th Ave, Spokane, WA 99202",No listed language support,1,88 Days since last Update,Up to Date,5/5/2025 7:40pm,2/4/2025 11:40am,Gerrit Van Zwol,4/16/2024,Gerrit Van Zwol,2nd Wednesday of each month for Bla...,,183,183,Yes,93,93,Single,Legal Assistance,Financial,28,,,,Legal,Legal,61,,,,,,,,,,,,recu0YvTZULkZ71k7,https://resourcecenter.softr.app/service-details?recordId=recu0YvTZULkZ71k7,"""3114 E 5th Ave, Spokane, WA 99202""",
Driver's Relicensing - The Way to Justice - 241,NEW,Driver's Relicensing,The Way to Justice_97,"""321 W Boone Ave, Spokane, WA 99201""",reco75K3viWXvD5mU,The Way to Justice,97,,,,The Way to Justice,Transportation Assistance,Transportation Assistance,Active,,,"We help our clients restore their driving privileges, by removing old court fines from collections and empowering our clients with resources to manage their finances and satisfy debts so they can support themselves and their families, and realize their dreams.",Contact to schedule an appointment. ([or use this link for online intake](https://docs.google.com/forms/d/e/1FAIpQLSdGNixCNrMgFnY2HtKfxLyXS1RbCKR6uYwx4Gg06V4gNJbJbg/viewform)),,,"* Defendant's criminal history (obtain a copy of your DCH from the clerk of court, located at the Public Safety Building, before your appointment)
* Proof of insurance (required at time of service)
* Driving Abstract (obtained through the DOL (cost $13.00))
* Valid State Issued ID (required at time of service)
* Payment Plan (once your fines are removed from collections, you will be responsible for making the monthly payment, which will be set by the Court after we file your motion)",,,$150 non-refundable flat fee ($200 for out of county individuals),,,,,,,,,https://www.thewaytojustice.com/driver-s-relicensing,https://www.thewaytojustice.com/driver-s-relicensing,https://www.thewaytojustice.com/,,,tel://5098227514,(509) 822-7514,,(509) 822-7514,,,virla@thewaytojustice.com,virla@thewaytojustice.com,cam@thewaytojustice.com,,,,,,,,,,"321 W Boone Ave, Spokane, WA 99201",https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,,"321 W Boone Ave, Spokane, WA 99201","321 W Boone Ave, Spokane, WA 99201","321 W Boone Ave, Spokane, WA 99201","(509) 822-7514 | virla@thewaytojustice.com | 321 W Boone Ave, Spokane, WA 99201",No listed language support,0,89 Days since last Update,Up to Date,5/4/2025 7:08pm,2/3/2025 11:08am,Gerrit Van Zwol,8/5/2024,Gerrit Van Zwol,We help our clients restore their d...,,241,241,Yes,97,97,Single,Transportation Assistance,Financial,32,"Has Criminal History,Released From Jail",Justice System,"101, 103",Criminal History,Legal,63,,,,,,,,,,,,recFVDD3I8wpwCR8X,https://resourcecenter.softr.app/service-details?recordId=recFVDD3I8wpwCR8X,"""321 W Boone Ave, Spokane, WA 99201""",
Post-Conviction Relief - The Way to Justice - 242,OLD,Post-Conviction Relief,The Way to Justice_97,"""321 W Boone Ave, Spokane, WA 99201""",reco75K3viWXvD5mU,The Way to Justice,97,,,,The Way to Justice,Legal Assistance,Legal Assistance,Active,,,"The consequences of a criminal conviction do not end when the sentence is served. You may be eligible to clear your record, restore your rights, and reduce the amount of LFO's (legal financial obligations) you owe.",Contact for an appointment. ([or use this link for online intake](https://docs.google.com/forms/d/e/1FAIpQLSdGNixCNrMgFnY2HtKfxLyXS1RbCKR6uYwx4Gg06V4gNJbJbg/viewform)),,,Must have criminal history.,,,$250 flat fee (for most cases),,,,,,,,,https://www.thewaytojustice.com/post-conviction-relief,https://www.thewaytojustice.com/post-conviction-relief,https://www.thewaytojustice.com/,,,tel://5098227514,(509) 822-7514,,(509) 822-7514,,,cam@thewaytojustice.com,,cam@thewaytojustice.com,,,,,,,,,,"321 W Boone Ave, Spokane, WA 99201",https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,https://www.google.com/maps/search/321%20W%20Boone%20Ave%2C%20Spokane%2C%20WA%2099201,,"321 W Boone Ave, Spokane, WA 99201","321 W Boone Ave, Spokane, WA 99201","321 W Boone Ave, Spokane, WA 99201","(509) 822-7514 | cam@thewaytojustice.com | 321 W Boone Ave, Spokane, WA 99201",No listed language support,0,Please Update,Needs Update,4/8/2025 1:13am,1/7/2025 5:13pm,Gerrit Van Zwol,8/5/2024,Gerrit Van Zwol,The consequences of a criminal conv...,,242,242,Yes,97,97,Single,Legal Assistance,Financial,28,,,,,,,,,,,,,,,,,,recGi72cdWXRhyeOR,https://resourcecenter.softr.app/service-details?recordId=recGi72cdWXRhyeOR,"""321 W Boone Ave, Spokane, WA 99201""",
EduCare - Transitions (Help4Women) - 224,NEW,EduCare,Transitions (Help4Women)_93,"""3128 N Hemlock St, Spokane, WA 99205""",recb00NHvC9Y17LUU,Transitions (Help4Women),93,,,,Transitions (Help4Women),Childcare,Childcare,Active,"Anyone,Free,Childcare (Infant),Childcare (1-4 Years Old),Childcare (School Age - Preschool)",Wellness,"EduCare provides services seen in a typical preschool. You will find children coloring and learning their ABC’s during class. You will also find EduCare teachers that are qualified to help children recovering from the trauma of homelessness, or reconnecting with their moms. Teachers establish a positive partnership with parents to support the development, treatment and education of young children.

Part of that partnership includes parenting groups where moms meet with staff to learn healthy parenting strategies and skills, breaking the cycle of poverty and homelessness. This enables our EduCare kiddos to flourish with stability in the classroom and at home.

Licensed childcare on the TLC campus for infants, toddlers, and preschool children designed to meet the needs of formerly homeless children. EduCare provides a developmentally supportive environment, robust nutritional program, and trauma informed emotional support for this specific population of children.",Apply Online,,,Unlisted,,,Unlisted,,,,,,,,,https://help4women.org/educare/,https://help4women.org/educare/,https://help4women.org/,,,tel://5093286702,(509) 328-6702,,(509) 328-6702,,,info@help4women.org,,info@help4women.org,,,,,,,,,,"3128 N Hemlock St, Spokane, WA 99205",https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,,"3128 N Hemlock St, Spokane, WA 99205","3128 N Hemlock St, Spokane, WA 99205","3128 N Hemlock St, Spokane, WA 99205","(509) 328-6702 | info@help4women.org | 3128 N Hemlock St, Spokane, WA 99205",No listed language support,0,89 Days since last Update,Up to Date,5/4/2025 7:08pm,2/3/2025 11:08am,Gerrit Van Zwol,7/8/2024,Gerrit Van Zwol,EduCare provides services seen in a...,,224,224,Yes,98,98,Single,Childcare,Wellness,11,"Preschoolers: 3 - 4 Years,Parents,Infants: 0 Months - 1 Year,Toddlers: 1 -2 Years","Age Group, Roles","4, 22, 2, 3","Education,Small Group","Education, Community & Recreation","82, 9",,,,,,,,,,,,recSMBYsYWo46LSrV,https://resourcecenter.softr.app/service-details?recordId=recSMBYsYWo46LSrV,"""3128 N Hemlock St, Spokane, WA 99205""",
Home Yard Cottages - Transitions (Help4Women) - 225,NEW,Home Yard Cottages,Transitions (Help4Women)_93,"""3128 N Hemlock St, Spokane, WA 99205""",recb00NHvC9Y17LUU,Transitions (Help4Women),93,,,,Transitions (Help4Women),Housing Assistance,Housing Assistance,Active,,Housing,"The Home Yard Cottages **provides affordable, permanent supportive housing units for families and individuals in 24 cottages.** Residents receive supportive services to help them maintain stability and meet goals. PSH is the term that Housing and Urban Development (HUD) uses to describe housing provided to persons who have a disability, are low-income and have been homeless",Call for appointment.,,,Unlisted,,,Unlisted ,,,,,,,,,https://help4women.org/home-yard-cottages/,https://help4women.org/home-yard-cottages/,https://help4women.org/,,,tel://5097958400,(509) 795-8400,+15097958400,(509) 328-6702,,,info@help4women.org,,info@help4women.org,,,,,,,,,,"3128 N Hemlock St, Spokane, WA 99205",https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,,"3128 N Hemlock St, Spokane, WA 99205","3128 N Hemlock St, Spokane, WA 99205","3128 N Hemlock St, Spokane, WA 99205","(509) 795-8400 | info@help4women.org | 3128 N Hemlock St, Spokane, WA 99205",No listed language support,0,89 Days since last Update,Up to Date,5/4/2025 7:08pm,2/3/2025 11:08am,Gerrit Van Zwol,7/8/2024,Gerrit Van Zwol,The Home Yard Cottages **provides a...,,225,225,Yes,98,98,Single,Housing Assistance,Housing,29,"Single Parent,Two-Parent Household,With Children,Individuals,All Disabilities","Household, Disability","16, 15, 19, 20, 33",Housing,Housing,34,,,,,,,,,,,,recatB2ONYS3rsGM2,https://resourcecenter.softr.app/service-details?recordId=recatB2ONYS3rsGM2,"""3128 N Hemlock St, Spokane, WA 99205""",
